country,country_code,development_group,indicator,year,value,previous_value,growth_rate
Australia,AUS,Developed,gdp_per_capita,1984,12436.2969052038,11532.4028055582,7.837864449288539
Australia,AUS,Developed,gdp_per_capita,1985,11455.379711213,12436.2969052038,-7.887534379951555
Australia,AUS,Developed,gdp_per_capita,1986,11406.1093011037,11455.379711213,-0.4301071754179611
Australia,AUS,Developed,gdp_per_capita,1987,11665.5298271811,11406.1093011037,2.274399790753355
Australia,AUS,Developed,gdp_per_capita,1988,14303.093047615,11665.5298271811,22.609887930578886
Australia,AUS,Developed,gdp_per_capita,1989,17857.5520554588,14303.093047615,24.85098150456691
Australia,AUS,Developed,gdp_per_capita,1990,18273.561526468,17857.5520554588,2.329599654629201
Australia,AUS,Developed,gdp_per_capita,1991,18885.4274465057,18273.561526468,3.348367088437877
Australia,AUS,Developed,gdp_per_capita,1992,18650.3675476612,18885.4274465057,-1.2446628465801042
Australia,AUS,Developed,gdp_per_capita,1993,17724.5399501656,18650.3675476612,-4.964125211632638
Australia,AUS,Developed,gdp_per_capita,1994,18155.6282000179,17724.5399501656,2.4321548038163594
Australia,AUS,Developed,gdp_per_capita,1995,20479.1748274233,18155.6282000179,12.797941232367311
Australia,AUS,Developed,gdp_per_capita,1996,22055.838490507,20479.1748274233,7.698863242147919
Australia,AUS,Developed,gdp_per_capita,1997,23683.4948964934,22055.838490507,7.379707675529793
Australia,AUS,Developed,gdp_per_capita,1998,21516.0403147759,23683.4948964934,-9.15175142515988
Australia,AUS,Developed,gdp_per_capita,1999,20749.6443779096,21516.0403147759,-3.5619748134603757
Australia,AUS,Developed,gdp_per_capita,2000,21908.9968019784,20749.6443779096,5.587336356005519
Australia,AUS,Developed,gdp_per_capita,2001,19733.6510102645,21908.9968019784,-9.92900684305848
Australia,AUS,Developed,gdp_per_capita,2002,20335.0960191023,19733.6510102645,3.047814155246573
Australia,AUS,Developed,gdp_per_capita,2003,23757.5898471684,20335.0960191023,16.830477834238362
Australia,AUS,Developed,gdp_per_capita,2004,30886.0500949401,23757.5898471684,30.004980697237343
Australia,AUS,Developed,gdp_per_capita,2005,34535.20727091,30886.0500949401,11.814904025451044
Australia,AUS,Developed,gdp_per_capita,2006,36658.8243476122,34535.20727091,6.149136618881629
Australia,AUS,Developed,gdp_per_capita,2007,41128.2476618402,36658.8243476122,12.191943941920544
Australia,AUS,Developed,gdp_per_capita,2008,49811.2067218988,41128.2476618402,21.111911043355402
Australia,AUS,Developed,gdp_per_capita,2009,42954.8494884573,49811.2067218988,-13.764688078570877
Australia,AUS,Developed,gdp_per_capita,2010,52313.8939041213,42954.8494884573,21.788097332709626
Australia,AUS,Developed,gdp_per_capita,2011,62799.3895017032,52313.8939041213,20.043424060153637
Australia,AUS,Developed,gdp_per_capita,2012,68301.4402512587,62799.3895017032,8.761312479648034
Australia,AUS,Developed,gdp_per_capita,2013,68476.6788496118,68301.4402512587,0.25656647606324684
Australia,AUS,Developed,gdp_per_capita,2014,62817.2061751737,68476.6788496118,-8.264817700734884
Australia,AUS,Developed,gdp_per_capita,2015,56970.3613028094,62817.2061751737,-9.307712374312919
Australia,AUS,Developed,gdp_per_capita,2016,50084.4440606385,56970.3613028094,-12.086841446503739
Australia,AUS,Developed,gdp_per_capita,2017,54117.547718609,50084.4440606385,8.052607418557976
Australia,AUS,Developed,gdp_per_capita,2018,57410.1737346009,54117.547718609,6.084211415329325
Australia,AUS,Developed,gdp_per_capita,2019,55194.7585097428,57410.1737346009,-3.8589244392459983
Australia,AUS,Developed,gdp_per_capita,2020,51983.4523666382,55194.7585097428,-5.818136050976201
Australia,AUS,Developed,gdp_per_capita,2021,60758.9044397144,51983.4523666382,16.881241382706023
Australia,AUS,Developed,gdp_per_capita,2022,65169.5191118657,60758.9044397144,7.259207045985426
Australia,AUS,Developed,gdp_per_capita,2023,65058.3773146674,65169.5191118657,-0.17054260751490913
Australia,AUS,Developed,gdp_per_capita,2024,64609.9865116088,65058.3773146674,-0.689213013859651
Australia,AUS,Developed,gdp_per_capita,2025,65129.7227990563,64609.9865116088,0.8044209811963304
Australia,AUS,Developed,population,1960,10276477.0,,
Australia,AUS,Developed,population,1961,10483000.0,10276477.0,2.009667320814322
Australia,AUS,Developed,population,1962,10742000.0,10483000.0,2.4706667938567204
Australia,AUS,Developed,population,1963,10950000.0,10742000.0,1.936324706758518
Australia,AUS,Developed,population,1964,11167000.0,10950000.0,1.9817351598173514
Australia,AUS,Developed,population,1965,11388000.0,11167000.0,1.979045401629802
Australia,AUS,Developed,population,1966,11651000.0,11388000.0,2.3094485423252546
Australia,AUS,Developed,population,1967,11799000.0,11651000.0,1.2702772294223672
Australia,AUS,Developed,population,1968,12009000.0,11799000.0,1.779811848461734
Australia,AUS,Developed,population,1969,12263000.0,12009000.0,2.115080356399367
Australia,AUS,Developed,population,1970,12507000.0,12263000.0,1.989725189594716
Australia,AUS,Developed,population,1971,12937000.0,12507000.0,3.438074678180219
Australia,AUS,Developed,population,1972,13177000.0,12937000.0,1.8551441601607794
Australia,AUS,Developed,population,1973,13380000.0,13177000.0,1.540563102375351
Australia,AUS,Developed,population,1974,13723000.0,13380000.0,2.563527653213752
Australia,AUS,Developed,population,1975,13893000.0,13723000.0,1.2387961815929462
Australia,AUS,Developed,population,1976,14033000.0,13893000.0,1.0077017202907939
Australia,AUS,Developed,population,1977,14192000.0,14033000.0,1.1330435402266086
Australia,AUS,Developed,population,1978,14358000.0,14192000.0,1.1696730552423902
Australia,AUS,Developed,population,1979,14514000.0,14358000.0,1.0865022983702466
Australia,AUS,Developed,population,1980,14692000.0,14514000.0,1.2264020945294198
Australia,AUS,Developed,population,1981,14923260.0,14692000.0,1.5740539068881023
Australia,AUS,Developed,population,1982,15184247.0,14923260.0,1.7488605036701097
Australia,AUS,Developed,population,1983,15393472.0,15184247.0,1.3779083019395035
Australia,AUS,Developed,population,1984,15579391.0,15393472.0,1.2077782062422304
Australia,AUS,Developed,population,1985,15788312.0,15579391.0,1.3410087724224906
Australia,AUS,Developed,population,1986,16018350.0,15788312.0,1.4570145307490756
Australia,AUS,Developed,population,1987,16263874.0,16018350.0,1.5327671077233298
Australia,AUS,Developed,population,1988,16532164.0,16263874.0,1.6496069755582217
Australia,AUS,Developed,population,1989,16814416.0,16532164.0,1.7072901043081838
Australia,AUS,Developed,population,1990,17065128.0,16814416.0,1.4910538671102225
Australia,AUS,Developed,population,1991,17284036.0,17065128.0,1.28277971310851
Australia,AUS,Developed,population,1992,17478635.0,17284036.0,1.1258886523957714
Australia,AUS,Developed,population,1993,17634808.0,17478635.0,0.8935079884670629
Australia,AUS,Developed,population,1994,17805468.0,17634808.0,0.9677451549231497
Australia,AUS,Developed,population,1995,18004882.0,17805468.0,1.1199593293475913
Australia,AUS,Developed,population,1996,18224767.0,18004882.0,1.221252102624166
Australia,AUS,Developed,population,1997,18423037.0,18224767.0,1.0879151431675367
Australia,AUS,Developed,population,1998,18607584.0,18423037.0,1.0017186634320931
Australia,AUS,Developed,population,1999,18812264.0,18607584.0,1.0999815989007493
Australia,AUS,Developed,population,2000,19028802.0,18812264.0,1.1510469978520395
Australia,AUS,Developed,population,2001,19274701.0,19028802.0,1.2922463537116
Australia,AUS,Developed,population,2002,19495210.0,19274701.0,1.144033310815042
Australia,AUS,Developed,population,2003,19720737.0,19495210.0,1.156832883564732
Australia,AUS,Developed,population,2004,19932722.0,19720737.0,1.0749344712624076
Australia,AUS,Developed,population,2005,20176844.0,19932722.0,1.2247298688056754
Australia,AUS,Developed,population,2006,20450966.0,20176844.0,1.3585970134873422
Australia,AUS,Developed,population,2007,20827622.0,20450966.0,1.8417516316833151
Australia,AUS,Developed,population,2008,21249199.0,20827622.0,2.0241245015873632
Australia,AUS,Developed,population,2009,21691653.0,21249199.0,2.0822149578438225
Australia,AUS,Developed,population,2010,22031750.0,21691653.0,1.5678703693074936
Australia,AUS,Developed,population,2011,22340024.0,22031750.0,1.3992261168540856
Australia,AUS,Developed,population,2012,22733465.0,22340024.0,1.7611485108520921
Australia,AUS,Developed,population,2013,23128129.0,22733465.0,1.7360485961994794
Australia,AUS,Developed,population,2014,23475686.0,23128129.0,1.5027458554905155
Australia,AUS,Developed,population,2015,23815995.0,23475686.0,1.449623239976885
Australia,AUS,Developed,population,2016,24190907.0,23815995.0,1.5742025474896177
Australia,AUS,Developed,population,2017,24592588.0,24190907.0,1.6604627515619814
Australia,AUS,Developed,population,2018,24963258.0,24592588.0,1.5072427513525621
Australia,AUS,Developed,population,2019,25334826.0,24963258.0,1.4884595592450314
Australia,AUS,Developed,population,2020,25649248.0,25334826.0,1.2410663487485567
Australia,AUS,Developed,population,2021,25685412.0,25649248.0,0.14099438704791656
Australia,AUS,Developed,population,2022,26018721.0,25685412.0,1.2976587644379618
Australia,AUS,Developed,population,2023,26659922.0,26018721.0,2.464383241589777
Australia,AUS,Developed,population,2024,27194286.0,26659922.0,2.004371955776915
Australia,AUS,Developed,population,2025,27614411.0,27194286.0,1.5449017488453274
Australia,AUS,Developed,unemployment,1960,,,
Australia,AUS,Developed,unemployment,1961,,,
Australia,AUS,Developed,unemployment,1962,,,
Australia,AUS,Developed,unemployment,1963,,,
Australia,AUS,Developed,unemployment,1964,,,
Australia,AUS,Developed,unemployment,1965,,,
Australia,AUS,Developed,unemployment,1966,,,
Australia,AUS,Developed,unemployment,1967,,,
Australia,AUS,Developed,unemployment,1968,,,
Australia,AUS,Developed,unemployment,1969,,,
Australia,AUS,Developed,unemployment,1970,,,
Australia,AUS,Developed,unemployment,1971,,,
Australia,AUS,Developed,unemployment,1972,,,
Australia,AUS,Developed,unemployment,1973,,,
Australia,AUS,Developed,unemployment,1974,,,
Australia,AUS,Developed,unemployment,1975,,,
Australia,AUS,Developed,unemployment,1976,,,
Australia,AUS,Developed,unemployment,1977,,,
Australia,AUS,Developed,unemployment,1978,,,
Australia,AUS,Developed,unemployment,1979,,,
Australia,AUS,Developed,unemployment,1980,,,
Australia,AUS,Developed,unemployment,1981,,,
Australia,AUS,Developed,unemployment,1982,,,
Australia,AUS,Developed,unemployment,1983,,,
Australia,AUS,Developed,unemployment,1984,,,
Australia,AUS,Developed,unemployment,1985,,,
Australia,AUS,Developed,unemployment,1986,,,
Australia,AUS,Developed,unemployment,1987,,,
Australia,AUS,Developed,unemployment,1988,,,
Australia,AUS,Developed,unemployment,1989,,,
Australia,AUS,Developed,unemployment,1990,,,
Australia,AUS,Developed,unemployment,1991,9.586,,
Australia,AUS,Developed,unemployment,1992,10.733,9.586,11.965366158981851
Australia,AUS,Developed,unemployment,1993,10.879,10.733,1.3602906922575142
Australia,AUS,Developed,unemployment,1994,9.724,10.879,-10.616784630940339
Australia,AUS,Developed,unemployment,1995,8.473,9.724,-12.865076100370212
Australia,AUS,Developed,unemployment,1996,8.509,8.473,0.4248790274991099
Australia,AUS,Developed,unemployment,1997,8.367,8.509,-1.668821248090251
Australia,AUS,Developed,unemployment,1998,7.684,8.367,-8.163021393569984
Australia,AUS,Developed,unemployment,1999,6.876,7.684,-10.515356585111919
Australia,AUS,Developed,unemployment,2000,6.288,6.876,-8.55148342059337
Australia,AUS,Developed,unemployment,2001,6.747,6.288,7.299618320610681
Australia,AUS,Developed,unemployment,2002,6.375,6.747,-5.513561582925743
Australia,AUS,Developed,unemployment,2003,5.933,6.375,-6.933333333333335
Australia,AUS,Developed,unemployment,2004,5.399,5.933,-9.000505646384624
Australia,AUS,Developed,unemployment,2005,5.036,5.399,-6.72346730876089
Australia,AUS,Developed,unemployment,2006,4.785,5.036,-4.984114376489266
Australia,AUS,Developed,unemployment,2007,4.381,4.785,-8.443051201671889
Australia,AUS,Developed,unemployment,2008,4.242,4.381,-3.1727916000913083
Australia,AUS,Developed,unemployment,2009,5.565,4.242,31.1881188118812
Australia,AUS,Developed,unemployment,2010,5.214,5.565,-6.307277628032344
Australia,AUS,Developed,unemployment,2011,5.083,5.214,-2.5124664365170735
Australia,AUS,Developed,unemployment,2012,5.225,5.083,2.793625811528614
Australia,AUS,Developed,unemployment,2013,5.663,5.225,8.382775119617238
Australia,AUS,Developed,unemployment,2014,6.078,5.663,7.328271234328095
Australia,AUS,Developed,unemployment,2015,6.055,6.078,-0.37841395195789035
Australia,AUS,Developed,unemployment,2016,5.711,6.055,-5.6812551610239375
Australia,AUS,Developed,unemployment,2017,5.592,5.711,-2.0836981264227044
Australia,AUS,Developed,unemployment,2018,5.345,5.592,-4.417024320457795
Australia,AUS,Developed,unemployment,2019,5.143,5.345,-3.779232927970065
Australia,AUS,Developed,unemployment,2020,6.394,5.143,24.32432432432433
Australia,AUS,Developed,unemployment,2021,5.022,6.394,-21.457616515483263
Australia,AUS,Developed,unemployment,2022,3.728,5.022,-25.766626841895658
Australia,AUS,Developed,unemployment,2023,3.668,3.728,-1.6094420600858381
Australia,AUS,Developed,unemployment,2024,3.942,3.668,7.4700109051254096
Australia,AUS,Developed,unemployment,2025,4.09,3.942,3.7544393708777193
Brazil,BRA,Developing,gdp,1960,17030465539.3906,,
Brazil,BRA,Developing,gdp,1961,17275940449.3837,17030465539.3906,1.4413869628245344
Brazil,BRA,Developing,gdp,1962,19231747851.5332,17275940449.3837,11.320989487546358
Brazil,BRA,Developing,gdp,1963,23287712878.2002,19231747851.5332,21.089944907652523
Brazil,BRA,Developing,gdp,1964,20963733694.9749,23287712878.2002,-9.979422175892568
Brazil,BRA,Developing,gdp,1965,22465522884.0988,20963733694.9749,7.163748647903723
Brazil,BRA,Developing,gdp,1966,28283323733.1114,22465522884.0988,25.896574404375272
Brazil,BRA,Developing,gdp,1967,31086389194.961,28283323733.1114,9.910664985134114
Brazil,BRA,Developing,gdp,1968,33930457425.2613,31086389194.961,9.148917915372797
Brazil,BRA,Developing,gdp,1969,37171640818.5863,33930457425.2613,9.552430586779936
Brazil,BRA,Developing,gdp,1970,42327664793.6934,37171640818.5863,13.870853859453561
Brazil,BRA,Developing,gdp,1971,48869830901.7878,42327664793.6934,15.456005286332628
Brazil,BRA,Developing,gdp,1972,58434858374.8696,48869830901.7878,19.57245870628105
Brazil,BRA,Developing,gdp,1973,83592275862.9982,58434858374.8696,43.052072320838825
Brazil,BRA,Developing,gdp,1974,109794519727.538,83592275862.9982,31.345293083637788
Brazil,BRA,Developing,gdp,1975,129203555238.827,109794519727.538,17.677599537257183
Brazil,BRA,Developing,gdp,1976,153168949208.207,129203555238.827,18.548556133057676
Brazil,BRA,Developing,gdp,1977,176344101401.941,153168949208.207,15.130450599508489
Brazil,BRA,Developing,gdp,1978,200278646123.581,176344101401.941,13.572636981537583
Brazil,BRA,Developing,gdp,1979,221338204480.222,200278646123.581,10.515129178397926
Brazil,BRA,Developing,gdp,1980,237393489892.637,221338204480.222,7.253734370041685
Brazil,BRA,Developing,gdp,1981,258015174748.648,237393489892.637,8.686710349697176
Brazil,BRA,Developing,gdp,1982,271314113768.417,258015174748.648,5.154324365892231
Brazil,BRA,Developing,gdp,1983,189656506321.431,271314113768.417,-30.097073208910057
Brazil,BRA,Developing,gdp,1984,188339974086.58,189656506321.431,-0.6941666597083394
Brazil,BRA,Developing,gdp,1985,210879844638.877,188339974086.58,11.967650872637073
Brazil,BRA,Developing,gdp,1986,256480852471.129,210879844638.877,21.624166079191596
Brazil,BRA,Developing,gdp,1987,283056836893.838,256480852471.129,10.361781071240227
Brazil,BRA,Developing,gdp,1988,307881930752.268,283056836893.838,8.770356558368796
Brazil,BRA,Developing,gdp,1989,412990820287.42,307881930752.268,34.1393498729635
Brazil,BRA,Developing,gdp,1990,384959818181.817,412990820287.42,-6.787318441144735
Brazil,BRA,Developing,gdp,1991,342534090909.091,384959818181.817,-11.020819646347684
Brazil,BRA,Developing,gdp,1992,328191909882.232,342534090909.091,-4.187081346792265
Brazil,BRA,Developing,gdp,1993,368292034380.96,328191909882.232,12.218498778083077
Brazil,BRA,Developing,gdp,1994,525369467295.737,368292034380.96,42.65023900905134
Brazil,BRA,Developing,gdp,1995,769333050986.905,525369467295.737,46.436574425791264
Brazil,BRA,Developing,gdp,1996,850426432991.742,769333050986.905,10.540738097864097
Brazil,BRA,Developing,gdp,1997,883206179730.462,850426432991.742,3.8545070410621163
Brazil,BRA,Developing,gdp,1998,863710759256.435,883206179730.462,-2.2073464748601075
Brazil,BRA,Developing,gdp,1999,599642024319.531,863710759256.435,-30.57374614208114
Brazil,BRA,Developing,gdp,2000,655448231983.527,599642024319.531,9.30658716378733
Brazil,BRA,Developing,gdp,2001,559983634798.981,655448231983.527,-14.564780638075666
Brazil,BRA,Developing,gdp,2002,509795273806.715,559983634798.981,-8.962469235423674
Brazil,BRA,Developing,gdp,2003,558233745651.874,509795273806.715,9.501553728315667
Brazil,BRA,Developing,gdp,2004,669289424806.307,558233745651.874,19.89411783494894
Brazil,BRA,Developing,gdp,2005,891633839894.183,669289424806.307,33.22096642304227
Brazil,BRA,Developing,gdp,2006,1107626541434.92,891633839894.183,24.22437236863626
Brazil,BRA,Developing,gdp,2007,1397114486368.67,1107626541434.92,26.135880109799558
Brazil,BRA,Developing,gdp,2008,1695855083497.52,1397114486368.67,21.38268553104234
Brazil,BRA,Developing,gdp,2009,1666996438581.43,1695855083497.52,-1.7017164495313017
Brazil,BRA,Developing,gdp,2010,2208837745100.55,1666996438581.43,32.50404703804961
Brazil,BRA,Developing,gdp,2011,2616156223917.69,2208837745100.55,18.44039833711726
Brazil,BRA,Developing,gdp,2012,2465227802806.76,2616156223917.69,-5.769090535614692
Brazil,BRA,Developing,gdp,2013,2472819535557.21,2465227802806.76,0.30795258522586455
Brazil,BRA,Developing,gdp,2014,2456043727198.85,2472819535557.21,-0.6784081133757182
