country,country_code,development_group,indicator,year,value
Canada,CAN,Developed,gdp,1987,433134238310.709
Canada,CAN,Developed,gdp,1986,379006836991.724
Canada,CAN,Developed,gdp,1985,366186012449.652
Canada,CAN,Developed,gdp,1984,356718400123.543
Canada,CAN,Developed,gdp,1983,341866277182.733
Canada,CAN,Developed,gdp,1982,314647807408.608
Canada,CAN,Developed,gdp,1981,307246642755.859
Canada,CAN,Developed,gdp,1980,274776566028.053
Canada,CAN,Developed,gdp,1979,243891124295.715
Canada,CAN,Developed,gdp,1978,219369542386.254
Canada,CAN,Developed,gdp,1977,212325176304.654
Canada,CAN,Developed,gdp,1976,207271612576.065
Canada,CAN,Developed,gdp,1975,174419757176.563
Canada,CAN,Developed,gdp,1974,160949188139.059
Canada,CAN,Developed,gdp,1973,131764343565.643
Canada,CAN,Developed,gdp,1972,113463848873.624
Canada,CAN,Developed,gdp,1971,99606454743.5136
Canada,CAN,Developed,gdp,1970,88192257632.3093
Canada,CAN,Developed,gdp,1969,79405011124.8208
Canada,CAN,Developed,gdp,1968,72048833006.1602
Canada,CAN,Developed,gdp,1967,65856924423.9721
Canada,CAN,Developed,gdp,1966,61252415404.686
Canada,CAN,Developed,gdp,1965,54649410478.5226
Canada,CAN,Developed,gdp,1964,49503663836.3665
Canada,CAN,Developed,gdp,1963,45140337826.9869
Canada,CAN,Developed,gdp,1962,42336211555.8268
Canada,CAN,Developed,gdp,1961,41038192837.9035
Canada,CAN,Developed,gdp,1960,40563768946.9503
Canada,CAN,Developed,gdp_per_capita,2025,55697.6639660837
Canada,CAN,Developed,gdp_per_capita,2024,55015.7066917734
Canada,CAN,Developed,gdp_per_capita,2023,54847.5370112652
Canada,CAN,Developed,gdp_per_capita,2022,56496.9275340663
Canada,CAN,Developed,gdp_per_capita,2021,52886.6407813788
Canada,CAN,Developed,gdp_per_capita,2020,43537.8981198851
Canada,CAN,Developed,gdp_per_capita,2019,46352.9695208927
Canada,CAN,Developed,gdp_per_capita,2018,46539.2177903178
